,Product ID,Product,Category,Warehouse ID,Quantity,Minimum_Qty,City
226,8989,Jeans,Fashion,2,106,200,Cork
227,5260,T - Shirts,Fashion,4,110,200,Belfast
228,8349,Keyboard,Electronic,3,104,400,Limerick
229,4381,Curtains,Home & Furniture,5,122,400,Cork
230,6558,Car Speakers,Auto & Accessories,3,229,400,Dublin
231,3557,Sneakers,Fashion,4,135,300,Cork
232,3425,Bike Tyres,Auto & Accessories,2,107,300,Dublin
233,2690,Running Shoes,Fashion,1,151,200,Cork
234,7393,Speakers,Electronic,3,108,300,Galway
235,3815,Samsung Mobile,Electronic,4,101,400,Belfast
236,6277,Car Mat,Auto & Accessories,2,257,300,Belfast
237,2970,Mouse,Electronic,1,193,300,Galway
238,2970,Mouse,Electronic,5,259,300,Cork
239,2687,Dinner Crockery,Home & Furniture,5,174,300,Limerick
240,3717,Car & Bike Care,Auto & Accessories,5,131,200,Galway
241,3632,Watch,Electronic,3,117,300,Galway
242,6715,LCD,Electronic,3,145,300,Limerick
243,8349,Keyboard,Electronic,5,274,300,Limerick
244,4399,Suits,Fashion,1,217,300,Dublin
245,2970,Mouse,Electronic,2,165,200,Galway
246,4399,Suits,Fashion,3,218,300,Limerick
247,3717,Car & Bike Care,Auto & Accessories,1,158,400,Dublin
248,2687,Dinner Crockery,Home & Furniture,2,146,300,Limerick
249,1988,Sofas,Home & Furniture,5,296,300,Cork
250,3425,Bike Tyres,Auto & Accessories,4,278,300,Limerick
251,8989,Jeans,Fashion,3,221,200,Dublin
252,4049,Apple Laptop,Electronic,2,125,200,Galway
253,8601,Formal Shoes,Fashion,2,256,400,Galway
254,2807,Fans,Electronic,2,159,300,Belfast
255,4716,Bed Sheets,Home & Furniture,2,253,200,Dublin
256,5260,T - Shirts,Fashion,1,200,200,Limerick
257,1423,Titak watch,Fashion,4,269,400,Belfast
258,4381,Curtains,Home & Furniture,4,173,400,Cork
259,6277,Car Mat,Auto & Accessories,1,141,400,Limerick
260,4399,Suits,Fashion,4,226,300,Belfast
261,8506,Mixer/Juicer,Electronic,3,287,400,Galway
262,8989,Jeans,Fashion,3,139,300,Cork
263,2807,Fans,Electronic,3,234,300,Belfast
264,3423,Dinning Tables,Home & Furniture,1,185,300,Dublin
265,1339,Sofa Covers,Home & Furniture,5,216,300,Limerick
266,4049,Apple Laptop,Electronic,5,113,200,Limerick
267,1988,Sofas,Home & Furniture,1,201,300,Dublin
268,5644,Car Body Covers,Auto & Accessories,2,198,200,Limerick
269,3378,Sports Wear,Fashion,3,112,300,Galway
270,7255,Fossil Watch,Fashion,2,257,400,Limerick
271,6028,Tablet,Electronic,3,176,200,Galway
272,7663,Beds,Home & Furniture,3,246,200,Galway
273,3815,Samsung Mobile,Electronic,2,188,300,Limerick
274,7663,Beds,Home & Furniture,1,262,200,Galway
275,2970,Mouse,Electronic,4,172,400,Belfast
276,3378,Sports Wear,Fashion,2,280,200,Belfast
277,5260,T - Shirts,Fashion,2,215,400,Limerick
278,2970,Mouse,Electronic,2,114,300,Cork
279,7255,Fossil Watch,Fashion,4,102,200,Galway
280,3632,Watch,Electronic,3,137,300,Limerick
281,7255,Fossil Watch,Fashion,2,255,200,Dublin
282,5988,Car Pillow & Neck Rest,Auto & Accessories,1,128,300,Galway
283,7393,Speakers,Electronic,2,124,300,Dublin
284,8506,Mixer/Juicer,Electronic,3,244,300,Belfast
285,3717,Car & Bike Care,Auto & Accessories,2,230,200,Limerick
286,1988,Sofas,Home & Furniture,1,253,400,Cork
287,3350,Shirts,Fashion,2,114,200,Cork
288,8292,Tyre,Auto & Accessories,2,145,200,Limerick
289,8506,Mixer/Juicer,Electronic,1,144,200,Cork
290,7255,Fossil Watch,Fashion,1,165,400,Galway
291,1423,Titak watch,Fashion,1,199,300,Limerick
292,6556,Iron,Electronic,4,198,200,Cork
293,2690,Running Shoes,Fashion,2,241,200,Cork
294,3378,Sports Wear,Fashion,2,121,300,Galway
295,6277,Car Mat,Auto & Accessories,5,179,200,Dublin
296,7663,Beds,Home & Furniture,4,158,300,Galway
297,3815,Samsung Mobile,Electronic,5,167,300,Dublin
298,6715,LCD,Electronic,1,151,300,Galway
299,7663,Beds,Home & Furniture,4,187,200,Belfast
300,7663,Beds,Home & Furniture,5,147,200,Belfast
301,2512,Umbrellas,Home & Furniture,3,168,200,Belfast
302,3350,Shirts,Fashion,4,145,300,Limerick
303,6715,LCD,Electronic,4,291,200,Cork
304,2970,Mouse,Electronic,2,198,300,Dublin
305,8989,Jeans,Fashion,3,293,200,Galway
306,6028,Tablet,Electronic,2,236,200,Galway
307,7255,Fossil Watch,Fashion,4,145,300,Cork
308,2970,Mouse,Electronic,1,259,400,Limerick
309,3632,Watch,Electronic,2,204,400,Dublin
310,2690,Running Shoes,Fashion,1,124,200,Cork
311,6556,Iron,Electronic,2,188,400,Cork
312,8292,Tyre,Auto & Accessories,2,124,300,Galway
313,2690,Running Shoes,Fashion,2,181,400,Dublin
314,3677,Car Seat Covers,Auto & Accessories,2,111,400,Dublin
315,4049,Apple Laptop,Electronic,2,286,400,Cork
316,2970,Mouse,Electronic,1,126,200,Galway
317,2687,Dinner Crockery,Home & Furniture,2,285,400,Cork
318,4716,Bed Sheets,Home & Furniture,1,172,200,Dublin
319,3632,Watch,Electronic,2,145,300,Belfast
320,8601,Formal Shoes,Fashion,5,140,200,Galway
321,4716,Bed Sheets,Home & Furniture,1,130,300,Limerick
322,2690,Running Shoes,Fashion,5,194,400,Limerick
323,7393,Speakers,Electronic,1,181,400,Limerick
324,3717,Car & Bike Care,Auto & Accessories,3,177,300,Belfast
325,5644,Car Body Covers,Auto & Accessories,1,200,300,Galway
326,6558,Car Speakers,Auto & Accessories,4,183,400,Dublin
327,5644,Car Body Covers,Auto & Accessories,2,283,300,Limerick
328,6556,Iron,Electronic,1,141,400,Limerick
329,2690,Running Shoes,Fashion,1,161,300,Dublin
330,8292,Tyre,Auto & Accessories,4,268,300,Belfast
331,3815,Samsung Mobile,Electronic,1,217,400,Limerick
332,8506,Mixer/Juicer,Electronic,2,171,400,Limerick
333,7255,Fossil Watch,Fashion,4,201,300,Cork
334,6028,Tablet,Electronic,3,136,300,Cork
335,4049,Apple Laptop,Electronic,3,182,200,Belfast
336,1988,Sofas,Home & Furniture,4,143,300,Belfast
337,5988,Car Pillow & Neck Rest,Auto & Accessories,4,183,300,Galway
338,8349,Keyboard,Electronic,3,102,300,Dublin
339,2386,Car Media Players,Auto & Accessories,5,180,400,Galway
340,8506,Mixer/Juicer,Electronic,1,114,400,Limerick
341,1988,Sofas,Home & Furniture,4,133,200,Dublin
342,7393,Speakers,Electronic,3,193,200,Belfast
343,2690,Running Shoes,Fashion,5,273,400,Dublin
344,8506,Mixer/Juicer,Electronic,1,202,200,Belfast
345,4288,Towels,Home & Furniture,4,237,400,Belfast
346,8989,Jeans,Fashion,2,300,200,Belfast
347,1423,Titak watch,Fashion,3,144,400,Belfast
348,6028,Tablet,Electronic,5,106,400,Galway
349,5988,Car Pillow & Neck Rest,Auto & Accessories,5,122,300,Limerick
350,5260,T - Shirts,Fashion,1,221,300,Cork
351,4716,Bed Sheets,Home & Furniture,1,237,200,Cork
352,1423,Titak watch,Fashion,2,222,400,Limerick
353,3717,Car & Bike Care,Auto & Accessories,5,136,400,Belfast
354,1339,Sofa Covers,Home & Furniture,5,244,200,Dublin
355,3632,Watch,Electronic,1,108,300,Cork
356,5988,Car Pillow & Neck Rest,Auto & Accessories,3,245,200,Cork
357,2512,Umbrellas,Home & Furniture,1,176,300,Limerick
358,2687,Dinner Crockery,Home & Furniture,4,202,200,Dublin
359,6718,Casula Shoes,Fashion,5,137,200,Belfast
360,7255,Fossil Watch,Fashion,3,103,300,Cork
361,6277,Car Mat,Auto & Accessories,2,213,300,Limerick
362,3557,Sneakers,Fashion,5,234,300,Belfast
363,7393,Speakers,Electronic,4,153,200,Cork
364,2512,Umbrellas,Home & Furniture,5,194,300,Cork
365,3815,Samsung Mobile,Electronic,4,172,300,Belfast
366,4049,Apple Laptop,Electronic,4,254,400,Belfast
367,6277,Car Mat,Auto & Accessories,3,137,400,Belfast
368,2690,Running Shoes,Fashion,1,227,200,Belfast
369,7255,Fossil Watch,Fashion,4,108,400,Galway
370,3378,Sports Wear,Fashion,1,156,200,Cork
371,3557,Sneakers,Fashion,2,261,200,Dublin
372,6383,LED,Electronic,3,163,300,Belfast
373,2807,Fans,Electronic,2,254,400,Limerick
374,1988,Sofas,Home & Furniture,2,233,400,Cork
375,1988,Sofas,Home & Furniture,3,189,200,Limerick
376,6715,LCD,Electronic,4,132,300,Dublin
377,3677,Car Seat Covers,Auto & Accessories,1,122,200,Belfast
378,5988,Car Pillow & Neck Rest,Auto & Accessories,5,106,300,Galway
379,3425,Bike Tyres,Auto & Accessories,1,230,400,Limerick
380,2690,Running Shoes,Fashion,1,245,200,Limerick
381,2690,Running Shoes,Fashion,3,205,400,Cork
382,8292,Tyre,Auto & Accessories,2,277,200,Galway
383,4288,Towels,Home & Furniture,3,209,300,Limerick
384,5260,T - Shirts,Fashion,4,292,400,Limerick
385,6558,Car Speakers,Auto & Accessories,4,161,200,Limerick
386,6556,Iron,Electronic,2,287,200,Dublin
387,6556,Iron,Electronic,2,133,300,Cork
388,6010,Shoe Rack,Home & Furniture,1,213,300,Limerick
389,5988,Car Pillow & Neck Rest,Auto & Accessories,1,283,400,Galway
390,6718,Casula Shoes,Fashion,5,174,400,Belfast
391,2690,Running Shoes,Fashion,3,107,200,Galway
392,4049,Apple Laptop,Electronic,2,193,200,Galway
393,4716,Bed Sheets,Home & Furniture,3,108,400,Dublin
394,4716,Bed Sheets,Home & Furniture,5,235,400,Dublin
395,7663,Beds,Home & Furniture,3,248,400,Dublin
396,4381,Curtains,Home & Furniture,4,247,200,Belfast
397,5644,Car Body Covers,Auto & Accessories,4,112,200,Dublin
398,1423,Titak watch,Fashion,1,252,200,Cork
399,7663,Beds,Home & Furniture,1,268,300,Belfast
400,3815,Samsung Mobile,Electronic,2,154,300,Limerick
401,6010,Shoe Rack,Home & Furniture,1,165,300,Galway
402,1339,Sofa Covers,Home & Furniture,5,293,300,Belfast
403,1423,Titak watch,Fashion,3,168,200,Belfast
404,4399,Suits,Fashion,4,134,400,Belfast
405,2970,Mouse,Electronic,3,167,300,Belfast
406,8601,Formal Shoes,Fashion,1,196,200,Galway
407,7255,Fossil Watch,Fashion,3,246,300,Limerick
408,4716,Bed Sheets,Home & Furniture,4,104,400,Galway
409,2386,Car Media Players,Auto & Accessories,1,224,400,Galway
410,6277,Car Mat,Auto & Accessories,5,279,400,Cork
411,3350,Shirts,Fashion,5,161,400,Limerick
412,3717,Car & Bike Care,Auto & Accessories,2,200,200,Limerick
413,6556,Iron,Electronic,2,115,400,Belfast
414,3632,Watch,Electronic,4,245,200,Galway
415,5260,T - Shirts,Fashion,2,249,400,Galway
416,5260,T - Shirts,Fashion,1,277,200,Galway
417,8506,Mixer/Juicer,Electronic,2,130,400,Belfast
418,4288,Towels,Home & Furniture,2,191,200,Dublin
419,7255,Fossil Watch,Fashion,1,295,300,Galway
420,6556,Iron,Electronic,1,242,200,Dublin
421,6556,Iron,Electronic,2,201,200,Limerick
422,3423,Dinning Tables,Home & Furniture,2,209,200,Dublin
423,6383,LED,Electronic,3,181,200,Galway
424,4049,Apple Laptop,Electronic,3,226,300,Galway
425,1339,Sofa Covers,Home & Furniture,3,236,300,Limerick
426,3423,Dinning Tables,Home & Furniture,3,279,300,Limerick
427,5644,Car Body Covers,Auto & Accessories,1,185,200,Belfast
428,4716,Bed Sheets,Home & Furniture,5,158,300,Limerick
429,8506,Mixer/Juicer,Electronic,4,161,400,Dublin
430,8601,Formal Shoes,Fashion,4,113,300,Dublin
431,7393,Speakers,Electronic,3,192,300,Limerick
432,6718,Casula Shoes,Fashion,4,277,400,Cork
433,6558,Car Speakers,Auto & Accessories,3,214,400,Galway
434,7663,Beds,Home & Furniture,1,134,300,Dublin
435,5644,Car Body Covers,Auto & Accessories,2,107,400,Galway
436,2807,Fans,Electronic,1,190,400,Belfast
437,2690,Running Shoes,Fashion,1,154,300,Dublin
438,3557,Sneakers,Fashion,3,136,400,Galway
439,4399,Suits,Fashion,2,248,400,Galway
440,6556,Iron,Electronic,2,290,400,Limerick
441,1988,Sofas,Home & Furniture,5,127,300,Belfast
442,4049,Apple Laptop,Electronic,4,289,400,Belfast
443,4716,Bed Sheets,Home & Furniture,2,125,400,Cork
444,4288,Towels,Home & Furniture,4,196,400,Dublin
445,2690,Running Shoes,Fashion,5,183,200,Galway
446,2512,Umbrellas,Home & Furniture,3,277,200,Limerick
447,3423,Dinning Tables,Home & Furniture,2,151,400,Limerick
448,1423,Titak watch,Fashion,2,211,300,Limerick
449,5644,Car Body Covers,Auto & Accessories,5,143,300,Limerick
450,1988,Sofas,Home & Furniture,4,197,300,Galway
451,8292,Tyre,Auto & Accessories,3,155,300,Limerick
452,3717,Car & Bike Care,Auto & Accessories,3,152,300,Galway
453,6718,Casula Shoes,Fashion,2,135,400,Cork
454,3423,Dinning Tables,Home & Furniture,5,118,200,Dublin
455,1988,Sofas,Home & Furniture,1,136,300,Cork
456,6718,Casula Shoes,Fashion,5,136,400,Cork
457,3677,Car Seat Covers,Auto & Accessories,4,139,400,Limerick
458,3425,Bike Tyres,Auto & Accessories,3,134,400,Limerick
459,3815,Samsung Mobile,Electronic,2,110,400,Cork
460,3425,Bike Tyres,Auto & Accessories,3,219,300,Belfast
461,1339,Sofa Covers,Home & Furniture,2,158,300,Cork
462,4716,Bed Sheets,Home & Furniture,1,155,200,Dublin
463,3378,Sports Wear,Fashion,2,295,300,Belfast
464,2687,Dinner Crockery,Home & Furniture,1,236,400,Cork
465,3557,Sneakers,Fashion,5,221,400,Cork
466,3677,Car Seat Covers,Auto & Accessories,3,209,200,Dublin
467,7393,Speakers,Electronic,4,106,300,Dublin
468,2687,Dinner Crockery,Home & Furniture,5,169,400,Limerick
469,8989,Jeans,Fashion,1,191,200,Limerick
470,6028,Tablet,Electronic,1,230,400,Belfast
471,8292,Tyre,Auto & Accessories,3,108,400,Galway
472,5260,T - Shirts,Fashion,1,226,200,Belfast
473,3425,Bike Tyres,Auto & Accessories,4,120,400,Galway
474,1423,Titak watch,Fashion,2,214,200,Dublin
475,7663,Beds,Home & Furniture,2,184,200,Limerick
476,1339,Sofa Covers,Home & Furniture,2,244,300,Galway
477,7393,Speakers,Electronic,3,212,200,Belfast
478,1988,Sofas,Home & Furniture,5,259,300,Dublin
479,7255,Fossil Watch,Fashion,5,288,200,Belfast
480,8601,Formal Shoes,Fashion,4,261,200,Dublin
481,8989,Jeans,Fashion,1,277,200,Belfast
482,3632,Watch,Electronic,3,208,200,Limerick
483,6028,Tablet,Electronic,3,158,400,Galway
